tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2020-08-01,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1638,707,5,0,0,0,0,0,0,0,0,0,0,0,19,0,
2020-08-01,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,401,244,9,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-01,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,102,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,40,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,225,117,6,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,34,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,26,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,49,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,40,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,51,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,86,51,2,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-01,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,54,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,100,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,424,230,28,0,0,0,0,0,0,0,0,0,0,15,0,0,
2020-08-01,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,101,76,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,289,198,18,0,0,0,0,0,0,0,0,0,0,11,0,0,
2020-08-01,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,564,388,43,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-01,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,37,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,766,518,32,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-01,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1222,904,40,0,0,0,0,0,0,0,0,0,0,8,0,0,
2020-08-01,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,158,136,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-01,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,27,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-01,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1638,714,5,0,0,0,0,0,0,0,0,0,0,0,7,0,
2020-08-02,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,403,244,9,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-02,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,102,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,41,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,225,117,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,35,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,35,7,1,0,0,0,0,0,0,0,0,0,0,9,0,0,
2020-08-02,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,49,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,40,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,52,32,4,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,86,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,54,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,104,42,1,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-02,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,428,230,28,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-08-02,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,101,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,290,198,18,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,567,388,43,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-02,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,37,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,792,518,32,0,0,0,0,0,0,0,0,0,0,26,0,0,
2020-08-02,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1223,904,40,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-02,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,158,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,27,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-02,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1638,761,5,0,0,0,0,0,0,0,0,0,0,0,47,0,
2020-08-03,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,403,245,9,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-08-03,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,102,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,41,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,227,117,6,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,35,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,38,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-03,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,62,25,2,0,0,0,0,0,0,0,0,0,0,13,0,0,
2020-08-03,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,41,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-03,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,13,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-03,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,52,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,86,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,55,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-03,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,104,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,430,230,28,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,101,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,292,198,18,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-03,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,63,46,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
2020-08-03,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,570,388,43,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-03,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,37,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,808,518,32,0,0,0,0,0,0,0,0,0,0,16,0,0,
2020-08-03,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1226,904,40,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-03,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,158,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,27,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-03,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1638,930,6,0,0,0,0,0,0,0,0,0,0,0,169,1,
2020-08-04,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,408,245,10,0,0,0,0,0,0,0,0,0,0,5,0,1,
2020-08-04,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,103,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,44,22,2,0,0,0,0,0,0,0,0,0,0,3,0,1,
2020-08-04,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,237,117,6,0,0,0,0,0,0,0,0,0,0,10,0,0,
2020-08-04,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,35,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,38,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,62,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,41,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,14,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,52,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,86,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,55,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,106,42,1,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-08-04,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,435,230,29,0,0,0,0,0,0,0,0,0,0,5,0,1,
2020-08-04,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,104,76,3,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-08-04,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,293,198,18,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,64,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,599,388,44,0,0,0,0,0,0,0,0,0,0,29,0,1,
2020-08-04,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,38,28,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-08-04,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,825,518,33,0,0,0,0,0,0,0,0,0,0,17,0,1,
2020-08-04,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,1235,905,40,0,0,0,0,0,0,0,0,0,0,9,1,0,
2020-08-04,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,163,136,2,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-08-04,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,27,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-04,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1639,940,6,0,0,0,0,0,0,0,0,0,0,1,10,0,
2020-08-05,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,485,0,0,163,0,0,163,434,245,10,0,0,0,485,0,0,163,0,0,163,26,0,0,
2020-08-05,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,332,332,0,4746,4714,0,25,0,0,25,103,62,0,332,332,0,4746,4714,0,25,0,0,25,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,81,0,0,0,0,0,0,44,22,2,0,0,0,81,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,274,274,0,2296,2179,0,26,0,0,26,252,117,6,274,274,0,2296,2179,0,26,0,0,26,15,0,0,
2020-08-05,32,Provinsi Jawa Barat,3205,KAB. GARUT,2250,2250,0,250,244,0,0,0,0,0,36,20,3,2250,2250,0,250,244,0,0,0,0,0,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,5,0,0,0,0,0,0,38,7,1,0,0,0,5,0,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,1292,1292,0,20,0,0,3,3,0,0,14,13,0,1292,1292,0,20,0,0,3,3,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,467,467,0,335,307,0,1,0,0,1,62,25,2,467,467,0,335,307,0,1,0,0,1,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3209,KAB. CIREBON,255,255,0,349,295,0,1,0,0,1,41,15,3,255,255,0,349,295,0,1,0,0,1,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,160,160,0,677,660,0,7,0,0,7,14,6,1,160,160,0,677,660,0,7,0,0,7,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,125,125,0,69,52,0,4,0,0,4,38,18,0,125,125,0,69,52,0,4,0,0,4,2,0,0,
2020-08-05,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,200,200,0,1357,1293,0,73,0,0,73,52,32,4,200,200,0,1357,1293,0,73,0,0,73,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3213,KAB. SUBANG,405,405,0,5815,5787,0,0,0,0,0,86,51,2,405,405,0,5815,5787,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,493,493,0,719,686,0,1,0,0,1,58,33,1,493,493,0,719,686,0,1,0,0,1,3,0,0,
2020-08-05,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,1319,1319,0,6137,6075,0,57,0,0,57,108,42,1,1319,1319,0,6137,6075,0,57,0,0,57,2,0,0,
2020-08-05,32,Provinsi Jawa Barat,3216,KAB. BEKASI,1992,1992,0,1782,1535,0,32,0,0,32,442,230,29,1992,1992,0,1782,1535,0,32,0,0,32,7,0,0,
2020-08-05,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,462,462,0,825,773,0,7,0,0,7,104,76,3,462,462,0,825,773,0,7,0,0,7,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,537,537,0,583,573,0,0,0,0,0,23,17,0,537,537,0,583,573,0,0,0,0,0,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3271,KOTA BOGOR,824,824,0,2376,2231,0,1,0,0,1,295,198,18,824,824,0,2376,2231,0,1,0,0,1,2,0,0,
2020-08-05,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,1445,1445,0,331,329,0,2,0,0,2,64,46,0,1445,1445,0,331,329,0,2,0,0,2,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,3537,3537,0,154,0,0,0,0,0,0,613,388,44,3537,3537,0,154,0,0,0,0,0,0,14,0,0,
2020-08-05,32,Provinsi Jawa Barat,3274,KOTA CIREBON,188,188,0,373,367,0,0,0,0,0,45,28,2,188,188,0,373,367,0,0,0,0,0,7,0,0,
2020-08-05,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,194,0,0,0,0,0,0,841,518,33,0,0,0,194,0,0,0,0,0,0,16,0,0,
2020-08-05,32,Provinsi Jawa Barat,3276,KOTA DEPOK,2745,2745,0,5770,5652,0,0,0,0,0,1263,905,40,2745,2745,0,5770,5652,0,0,0,0,0,28,0,0,
2020-08-05,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,3608,3608,0,545,526,0,0,0,0,0,164,136,2,3608,3608,0,545,526,0,0,0,0,0,1,0,0,
2020-08-05,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,685,685,0,7,0,0,51,46,0,5,27,22,2,685,685,0,7,0,0,51,46,0,5,0,0,0,
2020-08-05,32,Provinsi Jawa Barat,3279,KOTA BANJAR,187,187,0,131,111,0,0,0,0,0,12,9,1,187,187,0,131,111,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,1641,972,6,0,0,0,0,0,0,0,0,0,0,2,32,0,
2020-08-06,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,486,0,0,163,0,0,163,437,245,10,0,0,0,1,0,0,0,0,0,0,3,0,0,
2020-08-06,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,332,332,0,4749,4717,0,25,0,0,25,104,62,0,0,0,0,3,3,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,25,25,0,1109,1020,0,0,0,0,0,44,22,2,25,25,0,1028,1020,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,274,274,0,2303,2186,0,26,0,0,26,276,117,6,0,0,0,7,7,0,0,0,0,0,24,0,0,
2020-08-06,32,Provinsi Jawa Barat,3205,KAB. GARUT,2250,2250,0,2876,2870,0,0,0,0,0,37,20,3,0,0,0,2626,2626,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,49,49,0,1568,1563,0,0,0,0,0,39,7,1,49,49,0,1563,1563,0,0,0,0,0,1,0,0,
2020-08-06,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,1292,1292,0,2095,2075,0,3,3,0,0,14,13,0,0,0,0,2075,2075,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,467,467,0,1991,1963,0,1,0,0,1,62,25,2,0,0,0,1656,1656,0,0,0,0,0,0,0,0,
2020-08-06,32,Provinsi Jawa Barat,3209,KAB. CIREBON,255,255,0,351,297,0,1,0,0,1,43,15,3,0,0,0,2,2,0,0,0,0,0,2,0,0,
2020-08-06,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,160,160,0,677,660,0,7,0,0,7,15,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
